time	size	parameter
493	d-500	croissant
484	d-500	croissant
509	d-500	croissant
489	d-500	croissant
496	d-500	croissant
504	d-500	croissant
494	d-500	croissant
495	d-500	croissant
492	d-500	croissant
484	d-500	croissant
593	d-500	croissant
639	d-500	croissant
533	d-500	croissant
516	d-500	croissant
520	d-500	croissant
483	d-500	croissant
441	d-500	croissant
438	d-500	croissant
490	d-500	croissant
534	d-500	croissant
534	d-500	croissant
520	d-500	croissant
503	d-500	croissant
521	d-500	croissant
461	d-500	croissant
506	d-500	croissant
497	d-500	croissant
492	d-500	croissant
476	d-500	croissant
517	d-500	croissant
489	d-500	croissant
543	d-500	croissant
607	d-500	croissant
539	d-500	croissant
562	d-500	croissant
497	d-500	croissant
609	d-500	croissant
495	d-500	croissant
485	d-500	croissant
493	d-500	croissant
482	d-500	croissant
518	d-500	croissant
443	d-500	croissant
483	d-500	croissant
543	d-500	croissant
527	d-500	croissant
486	d-500	croissant
514	d-500	croissant
452	d-500	croissant
573	d-500	croissant
494	d-500	croissant
493	d-500	croissant
502	d-500	croissant
513	d-500	croissant
513	d-500	croissant
492	d-500	croissant
506	d-500	croissant
493	d-500	croissant
487	d-500	croissant
512	d-500	croissant
523	d-500	croissant
497	d-500	croissant
492	d-500	croissant
491	d-500	croissant
509	d-500	croissant
472	d-500	croissant
525	d-500	croissant
493	d-500	croissant
516	d-500	croissant
513	d-500	croissant
508	d-500	croissant
492	d-500	croissant
481	d-500	croissant
531	d-500	croissant
501	d-500	croissant
489	d-500	croissant
518	d-500	croissant
495	d-500	croissant
525	d-500	croissant
546	d-500	croissant
505	d-500	croissant
492	d-500	croissant
488	d-500	croissant
555	d-500	croissant
526	d-500	croissant
566	d-500	croissant
493	d-500	croissant
489	d-500	croissant
509	d-500	croissant
450	d-500	croissant
505	d-500	croissant
483	d-500	croissant
497	d-500	croissant
489	d-500	croissant
476	d-500	croissant
585	d-500	croissant
514	d-500	croissant
498	d-500	croissant
542	d-500	croissant
480	d-500	croissant
530	d-500	croissant
508	d-500	croissant
498	d-500	croissant
490	d-500	croissant
521	d-500	croissant
496	d-500	croissant
492	d-500	croissant
516	d-500	croissant
498	d-500	croissant
491	d-500	croissant
537	d-500	croissant
502	d-500	croissant
499	d-500	croissant
542	d-500	croissant
490	d-500	croissant
516	d-500	croissant
519	d-500	croissant
504	d-500	croissant
521	d-500	croissant
562	d-500	croissant
512	d-500	croissant
447	d-500	croissant
478	d-500	croissant
477	d-500	croissant
484	d-500	croissant
481	d-500	croissant
541	d-500	croissant
550	d-500	croissant
461	d-500	croissant
489	d-500	croissant
771	d-500	croissant
523	d-500	croissant
487	d-500	croissant
521	d-500	croissant
548	d-500	croissant
494	d-500	croissant
502	d-500	croissant
521	d-500	croissant
496	d-500	croissant
491	d-500	croissant
518	d-500	croissant
465	d-500	croissant
488	d-500	croissant
560	d-500	croissant
487	d-500	croissant
513	d-500	croissant
472	d-500	croissant
491	d-500	croissant
626	d-500	croissant
570	d-500	croissant
500	d-500	croissant
520	d-500	croissant
504	d-500	croissant
505	d-500	croissant
498	d-500	croissant
467	d-500	croissant
591	d-500	croissant
508	d-500	croissant
502	d-500	croissant
493	d-500	croissant
506	d-500	croissant
477	d-500	croissant
519	d-500	croissant
469	d-500	croissant
491	d-500	croissant
504	d-500	croissant
504	d-500	croissant
498	d-500	croissant
517	d-500	croissant
514	d-500	croissant
496	d-500	croissant
523	d-500	croissant
543	d-500	croissant
496	d-500	croissant
477	d-500	croissant
635	d-500	croissant
561	d-500	croissant
468	d-500	croissant
490	d-500	croissant
492	d-500	croissant
494	d-500	croissant
494	d-500	croissant
492	d-500	croissant
490	d-500	croissant
495	d-500	croissant
458	d-500	croissant
522	d-500	croissant
494	d-500	croissant
492	d-500	croissant
493	d-500	croissant
497	d-500	croissant
649	d-500	croissant
590	d-500	croissant
483	d-500	croissant
499	d-500	croissant
542	d-500	croissant
554	d-500	croissant
530	d-500	croissant
532	d-500	croissant
476	d-500	croissant
488	d-500	croissant
548	d-500	croissant
494	d-500	croissant
497	d-500	croissant
524	d-500	croissant
494	d-500	croissant
559	d-500	croissant
488	d-500	croissant
498	d-500	croissant
562	d-500	croissant
489	d-500	croissant
512	d-500	croissant
542	d-500	croissant
554	d-500	croissant
501	d-500	croissant
505	d-500	croissant
512	d-500	croissant
493	d-500	croissant
530	d-500	croissant
487	d-500	croissant
492	d-500	croissant
576	d-500	croissant
526	d-500	croissant
502	d-500	croissant
514	d-500	croissant
494	d-500	croissant
481	d-500	croissant
501	d-500	croissant
469	d-500	croissant
491	d-500	croissant
530	d-500	croissant
498	d-500	croissant
524	d-500	croissant
499	d-500	croissant
481	d-500	croissant
476	d-500	croissant
473	d-500	croissant
476	d-500	croissant
535	d-500	croissant
555	d-500	croissant
499	d-500	croissant
495	d-500	croissant
524	d-500	croissant
491	d-500	croissant
517	d-500	croissant
473	d-500	croissant
503	d-500	croissant
454	d-500	croissant
489	d-500	croissant
497	d-500	croissant
490	d-500	croissant
484	d-500	croissant
709	d-500	croissant
505	d-500	croissant
640	d-500	croissant
503	d-500	croissant
468	d-500	croissant
486	d-500	croissant
475	d-500	croissant
713	d-500	croissant
633	d-500	croissant
498	d-500	croissant
622	d-500	croissant
521	d-500	croissant
490	d-500	croissant
514	d-500	croissant
463	d-500	croissant
472	d-500	croissant
507	d-500	croissant
664	d-500	croissant
651	d-500	croissant
588	d-500	croissant
646	d-500	croissant
677	d-500	croissant
686	d-500	croissant
474	d-500	croissant
694	d-500	croissant
465	d-500	croissant
647	d-500	croissant
494	d-500	croissant
803	d-500	croissant
562	d-500	croissant
487	d-500	croissant
489	d-500	croissant
639	d-500	croissant
697	d-500	croissant
520	d-500	croissant
504	d-500	croissant
506	d-500	croissant
504	d-500	croissant
493	d-500	croissant
496	d-500	croissant
511	d-500	croissant
491	d-500	croissant
494	d-500	croissant
496	d-500	croissant
490	d-500	croissant
521	d-500	croissant
500	d-500	croissant
453	d-500	croissant
468	d-500	croissant
492	d-500	croissant
568	d-500	croissant
613	d-500	croissant
524	d-500	croissant
485	d-500	croissant
539	d-500	croissant
509	d-500	croissant
492	d-500	croissant
460	d-500	croissant
452	d-500	croissant
511	d-500	croissant
496	d-500	croissant
518	d-500	croissant
498	d-500	croissant
514	d-500	croissant
740	d-500	croissant
489	d-500	croissant
470	d-500	croissant
530	d-500	croissant
695	d-500	croissant
719	d-500	croissant
466	d-500	croissant
688	d-500	croissant
523	d-500	croissant
467	d-500	croissant
472	d-500	croissant
468	d-500	croissant
462	d-500	croissant
476	d-500	croissant
468	d-500	croissant
481	d-500	croissant
497	d-500	croissant
465	d-500	croissant
468	d-500	croissant
507	d-500	croissant
631	d-500	croissant
605	d-500	croissant
516	d-500	croissant
494	d-500	croissant
452	d-500	croissant
663	d-500	croissant
578	d-500	croissant
587	d-500	croissant
556	d-500	croissant
498	d-500	croissant
495	d-500	croissant
495	d-500	croissant
494	d-500	croissant
459	d-500	croissant
491	d-500	croissant
493	d-500	croissant
486	d-500	croissant
630	d-500	croissant
539	d-500	croissant
525	d-500	croissant
498	d-500	croissant
558	d-500	croissant
493	d-500	croissant
521	d-500	croissant
489	d-500	croissant
490	d-500	croissant
480	d-500	croissant
505	d-500	croissant
493	d-500	croissant
482	d-500	croissant
512	d-500	croissant
507	d-500	croissant
490	d-500	croissant
513	d-500	croissant
503	d-500	croissant
457	d-500	croissant
519	d-500	croissant
501	d-500	croissant
486	d-500	croissant
523	d-500	croissant
528	d-500	croissant
501	d-500	croissant
525	d-500	croissant
591	d-500	croissant
523	d-500	croissant
479	d-500	croissant
507	d-500	croissant
497	d-500	croissant
551	d-500	croissant
510	d-500	croissant
492	d-500	croissant
486	d-500	croissant
511	d-500	croissant
448	d-500	croissant
451	d-500	croissant
461	d-500	croissant
491	d-500	croissant
534	d-500	croissant
491	d-500	croissant
518	d-500	croissant
515	d-500	croissant
512	d-500	croissant
486	d-500	croissant
530	d-500	croissant
481	d-500	croissant
449	d-500	croissant
487	d-500	croissant
516	d-500	croissant
671	d-500	croissant
492	d-500	croissant
465	d-500	croissant
573	d-500	croissant
515	d-500	croissant
470	d-500	croissant
477	d-500	croissant
471	d-500	croissant
648	d-500	croissant
532	d-500	croissant
536	d-500	croissant
505	d-500	croissant
506	d-500	croissant
516	d-500	croissant
512	d-500	croissant
592	d-500	croissant
556	d-500	croissant
489	d-500	croissant
516	d-500	croissant
512	d-500	croissant
495	d-500	croissant
476	d-500	croissant
571	d-500	croissant
448	d-500	croissant
540	d-500	croissant
490	d-500	croissant
520	d-500	croissant
490	d-500	croissant
640	d-500	croissant
518	d-500	croissant
472	d-500	croissant
492	d-500	croissant
488	d-500	croissant
495	d-500	croissant
491	d-500	croissant
529	d-500	croissant
522	d-500	croissant
488	d-500	croissant
538	d-500	croissant
506	d-500	croissant
484	d-500	croissant
489	d-500	croissant
540	d-500	croissant
481	d-500	croissant
531	d-500	croissant
529	d-500	croissant
485	d-500	croissant
480	d-500	croissant
513	d-500	croissant
481	d-500	croissant
493	d-500	croissant
500	d-500	croissant
509	d-500	croissant
472	d-500	croissant
528	d-500	croissant
475	d-500	croissant
493	d-500	croissant
497	d-500	croissant
502	d-500	croissant
513	d-500	croissant
500	d-500	croissant
500	d-500	croissant
586	d-500	croissant
456	d-500	croissant
498	d-500	croissant
492	d-500	croissant
501	d-500	croissant
488	d-500	croissant
516	d-500	croissant
495	d-500	croissant
582	d-500	croissant
496	d-500	croissant
495	d-500	croissant
507	d-500	croissant
491	d-500	croissant
508	d-500	croissant
490	d-500	croissant
483	d-500	croissant
472	d-500	croissant
460	d-500	croissant
454	d-500	croissant
484	d-500	croissant
485	d-500	croissant
528	d-500	croissant
589	d-500	croissant
494	d-500	croissant
495	d-500	croissant
580	d-500	croissant
530	d-500	croissant
450	d-500	croissant
533	d-500	croissant
488	d-500	croissant
487	d-500	croissant
467	d-500	croissant
581	d-500	croissant
479	d-500	croissant
461	d-500	croissant
519	d-500	croissant
525	d-500	croissant
493	d-500	croissant
501	d-500	croissant
479	d-500	croissant
481	d-500	croissant
482	d-500	croissant
477	d-500	croissant
474	d-500	croissant
544	d-500	croissant
619	d-500	croissant
555	d-500	croissant
450	d-500	croissant
494	d-500	croissant
517	d-500	croissant
491	d-500	croissant
454	d-500	croissant
454	d-500	croissant
445	d-500	croissant
495	d-500	croissant
509	d-500	croissant
479	d-500	croissant
558	d-500	croissant
502	d-500	croissant
494	d-500	croissant
506	d-500	croissant
534	d-500	croissant
505	d-500	croissant
471	d-500	croissant
490	d-500	croissant
546	d-500	croissant
503	d-500	croissant
496	d-500	croissant
501	d-500	croissant
506	d-500	croissant
502	d-500	croissant
527	d-500	croissant
492	d-500	croissant
529	d-500	croissant
463	d-500	croissant
496	d-500	croissant
473	d-500	croissant
532	d-500	croissant
508	d-500	croissant
495	d-500	croissant
536	d-500	croissant
555	d-500	croissant
488	d-500	croissant
536	d-500	croissant
450	d-500	croissant
495	d-500	croissant
488	d-500	croissant
493	d-500	croissant
488	d-500	croissant
490	d-500	croissant
493	d-500	croissant
600	d-500	croissant
508	d-500	croissant
488	d-500	croissant
524	d-500	croissant
476	d-500	croissant
491	d-500	croissant
534	d-500	croissant
532	d-500	croissant
491	d-500	croissant
476	d-500	croissant
542	d-500	croissant
478	d-500	croissant
675	d-500	croissant
463	d-500	croissant
488	d-500	croissant
494	d-500	croissant
539	d-500	croissant
460	d-500	croissant
490	d-500	croissant
501	d-500	croissant
486	d-500	croissant
515	d-500	croissant
494	d-500	croissant
495	d-500	croissant
556	d-500	croissant
538	d-500	croissant
517	d-500	croissant
528	d-500	croissant
523	d-500	croissant
494	d-500	croissant
510	d-500	croissant
467	d-500	croissant
511	d-500	croissant
474	d-500	croissant
517	d-500	croissant
502	d-500	croissant
526	d-500	croissant
497	d-500	croissant
494	d-500	croissant
500	d-500	croissant
538	d-500	croissant
486	d-500	croissant
491	d-500	croissant
479	d-500	croissant
496	d-500	croissant
493	d-500	croissant
510	d-500	croissant
502	d-500	croissant
495	d-500	croissant
501	d-500	croissant
525	d-500	croissant
475	d-500	croissant
505	d-500	croissant
449	d-500	croissant
451	d-500	croissant
544	d-500	croissant
488	d-500	croissant
490	d-500	croissant
456	d-500	croissant
541	d-500	croissant
467	d-500	croissant
677	d-500	croissant
708	d-500	croissant
717	d-500	croissant
653	d-500	croissant
687	d-500	croissant
484	d-500	croissant
671	d-500	croissant
581	d-500	croissant
471	d-500	croissant
469	d-500	croissant
463	d-500	croissant
462	d-500	croissant
472	d-500	croissant
508	d-500	croissant
467	d-500	croissant
484	d-500	croissant
463	d-500	croissant
463	d-500	croissant
695	d-500	croissant
615	d-500	croissant
595	d-500	croissant
514	d-500	croissant
665	d-500	croissant
599	d-500	croissant
603	d-500	croissant
638	d-500	croissant
696	d-500	croissant
662	d-500	croissant
686	d-500	croissant
532	d-500	croissant
646	d-500	croissant
660	d-500	croissant
707	d-500	croissant
514	d-500	croissant
613	d-500	croissant
496	d-500	croissant
481	d-500	croissant
475	d-500	croissant
518	d-500	croissant
491	d-500	croissant
482	d-500	croissant
482	d-500	croissant
902	d-500	croissant
497	d-500	croissant
486	d-500	croissant
468	d-500	croissant
465	d-500	croissant
478	d-500	croissant
505	d-500	croissant
478	d-500	croissant
510	d-500	croissant
515	d-500	croissant
489	d-500	croissant
558	d-500	croissant
497	d-500	croissant
502	d-500	croissant
513	d-500	croissant
518	d-500	croissant
605	d-500	croissant
518	d-500	croissant
493	d-500	croissant
497	d-500	croissant
524	d-500	croissant
493	d-500	croissant
508	d-500	croissant
488	d-500	croissant
492	d-500	croissant
489	d-500	croissant
528	d-500	croissant
474	d-500	croissant
491	d-500	croissant
545	d-500	croissant
476	d-500	croissant
451	d-500	croissant
512	d-500	croissant
491	d-500	croissant
518	d-500	croissant
705	d-500	croissant
478	d-500	croissant
468	d-500	croissant
469	d-500	croissant
484	d-500	croissant
477	d-500	croissant
464	d-500	croissant
463	d-500	croissant
501	d-500	croissant
512	d-500	croissant
493	d-500	croissant
644	d-500	croissant
518	d-500	croissant
475	d-500	croissant
500	d-500	croissant
472	d-500	croissant
493	d-500	croissant
494	d-500	croissant
492	d-500	croissant
495	d-500	croissant
524	d-500	croissant
512	d-500	croissant
468	d-500	croissant
494	d-500	croissant
503	d-500	croissant
654	e-1000	random
655	e-1000	random
699	e-1000	random
657	e-1000	random
647	e-1000	random
647	e-1000	random
665	e-1000	random
660	e-1000	random
639	e-1000	random
672	e-1000	random
664	e-1000	random
650	e-1000	random
647	e-1000	random
707	e-1000	random
664	e-1000	random
653	e-1000	random
886	e-1000	random
650	e-1000	random
643	e-1000	random
644	e-1000	random
650	e-1000	random
727	e-1000	random
651	e-1000	random
647	e-1000	random
650	e-1000	random
648	e-1000	random
778	e-1000	random
698	e-1000	random
662	e-1000	random
672	e-1000	random
659	e-1000	random
682	e-1000	random
672	e-1000	random
623	e-1000	random
648	e-1000	random
717	e-1000	random
704	e-1000	random
606	e-1000	random
689	e-1000	random
644	e-1000	random
690	e-1000	random
646	e-1000	random
654	e-1000	random
911	e-1000	random
656	e-1000	random
757	e-1000	random
677	e-1000	random
740	e-1000	random
706	e-1000	random
765	e-1000	random
667	e-1000	random
681	e-1000	random
638	e-1000	random
641	e-1000	random
698	e-1000	random
641	e-1000	random
650	e-1000	random
634	e-1000	random
640	e-1000	random
666	e-1000	random
659	e-1000	random
652	e-1000	random
688	e-1000	random
680	e-1000	random
678	e-1000	random
598	e-1000	random
656	e-1000	random
641	e-1000	random
628	e-1000	random
718	e-1000	random
648	e-1000	random
653	e-1000	random
686	e-1000	random
680	e-1000	random
654	e-1000	random
653	e-1000	random
659	e-1000	random
596	e-1000	random
661	e-1000	random
652	e-1000	random
612	e-1000	random
660	e-1000	random
611	e-1000	random
696	e-1000	random
663	e-1000	random
652	e-1000	random
623	e-1000	random
667	e-1000	random
663	e-1000	random
649	e-1000	random
707	e-1000	random
677	e-1000	random
647	e-1000	random
666	e-1000	random
650	e-1000	random
654	e-1000	random
699	e-1000	random
650	e-1000	random
693	e-1000	random
670	e-1000	random
653	e-1000	random
661	e-1000	random
646	e-1000	random
714	e-1000	random
668	e-1000	random
664	e-1000	random
650	e-1000	random
655	e-1000	random
652	e-1000	random
694	e-1000	random
649	e-1000	random
600	e-1000	random
646	e-1000	random
673	e-1000	random
733	e-1000	random
653	e-1000	random
649	e-1000	random
615	e-1000	random
650	e-1000	random
651	e-1000	random
652	e-1000	random
653	e-1000	random
641	e-1000	random
616	e-1000	random
644	e-1000	random
661	e-1000	random
644	e-1000	random
680	e-1000	random
638	e-1000	random
672	e-1000	random
647	e-1000	random
644	e-1000	random
627	e-1000	random
651	e-1000	random
652	e-1000	random
652	e-1000	random
646	e-1000	random
637	e-1000	random
654	e-1000	random
616	e-1000	random
648	e-1000	random
712	e-1000	random
646	e-1000	random
815	e-1000	random
650	e-1000	random
634	e-1000	random
689	e-1000	random
701	e-1000	random
667	e-1000	random
649	e-1000	random
662	e-1000	random
690	e-1000	random
656	e-1000	random
648	e-1000	random
680	e-1000	random
644	e-1000	random
676	e-1000	random
647	e-1000	random
667	e-1000	random
610	e-1000	random
605	e-1000	random
622	e-1000	random
697	e-1000	random
667	e-1000	random
652	e-1000	random
617	e-1000	random
603	e-1000	random
621	e-1000	random
639	e-1000	random
638	e-1000	random
681	e-1000	random
667	e-1000	random
650	e-1000	random
671	e-1000	random
656	e-1000	random
662	e-1000	random
692	e-1000	random
644	e-1000	random
788	e-1000	random
611	e-1000	random
649	e-1000	random
685	e-1000	random
629	e-1000	random
635	e-1000	random
650	e-1000	random
779	e-1000	random
694	e-1000	random
773	e-1000	random
685	e-1000	random
651	e-1000	random
649	e-1000	random
670	e-1000	random
648	e-1000	random
648	e-1000	random
659	e-1000	random
607	e-1000	random
653	e-1000	random
735	e-1000	random
692	e-1000	random
680	e-1000	random
653	e-1000	random
707	e-1000	random
651	e-1000	random
674	e-1000	random
669	e-1000	random
648	e-1000	random
682	e-1000	random
616	e-1000	random
646	e-1000	random
647	e-1000	random
663	e-1000	random
658	e-1000	random
684	e-1000	random
615	e-1000	random
656	e-1000	random
919	e-1000	random
614	e-1000	random
648	e-1000	random
636	e-1000	random
642	e-1000	random
654	e-1000	random
640	e-1000	random
647	e-1000	random
683	e-1000	random
644	e-1000	random
651	e-1000	random
617	e-1000	random
647	e-1000	random
652	e-1000	random
646	e-1000	random
660	e-1000	random
612	e-1000	random
658	e-1000	random
645	e-1000	random
703	e-1000	random
669	e-1000	random
919	e-1000	random
941	e-1000	random
909	e-1000	random
917	e-1000	random
916	e-1000	random
988	e-1000	random
894	e-1000	random
791	e-1000	random
887	e-1000	random
965	e-1000	random
925	e-1000	random
865	e-1000	random
922	e-1000	random
878	e-1000	random
681	e-1000	random
708	e-1000	random
932	e-1000	random
940	e-1000	random
811	e-1000	random
735	e-1000	random
888	e-1000	random
891	e-1000	random
880	e-1000	random
891	e-1000	random
829	e-1000	random
967	e-1000	random
938	e-1000	random
879	e-1000	random
760	e-1000	random
760	e-1000	random
690	e-1000	random
909	e-1000	random
720	e-1000	random
1027	e-1000	random
670	e-1000	random
801	e-1000	random
650	e-1000	random
642	e-1000	random
694	e-1000	random
698	e-1000	random
651	e-1000	random
651	e-1000	random
686	e-1000	random
639	e-1000	random
651	e-1000	random
667	e-1000	random
696	e-1000	random
788	e-1000	random
654	e-1000	random
699	e-1000	random
634	e-1000	random
649	e-1000	random
654	e-1000	random
748	e-1000	random
660	e-1000	random
668	e-1000	random
651	e-1000	random
675	e-1000	random
674	e-1000	random
735	e-1000	random
969	e-1000	random
962	e-1000	random
694	e-1000	random
688	e-1000	random
661	e-1000	random
1010	e-1000	random
658	e-1000	random
664	e-1000	random
962	e-1000	random
687	e-1000	random
674	e-1000	random
657	e-1000	random
968	e-1000	random
662	e-1000	random
861	e-1000	random
678	e-1000	random
623	e-1000	random
1002	e-1000	random
690	e-1000	random
688	e-1000	random
652	e-1000	random
638	e-1000	random
675	e-1000	random
622	e-1000	random
664	e-1000	random
649	e-1000	random
655	e-1000	random
717	e-1000	random
647	e-1000	random
660	e-1000	random
609	e-1000	random
654	e-1000	random
661	e-1000	random
659	e-1000	random
678	e-1000	random
714	e-1000	random
637	e-1000	random
646	e-1000	random
609	e-1000	random
672	e-1000	random
617	e-1000	random
662	e-1000	random
611	e-1000	random
678	e-1000	random
682	e-1000	random
651	e-1000	random
663	e-1000	random
699	e-1000	random
652	e-1000	random
705	e-1000	random
647	e-1000	random
651	e-1000	random
640	e-1000	random
649	e-1000	random
654	e-1000	random
648	e-1000	random
608	e-1000	random
644	e-1000	random
699	e-1000	random
699	e-1000	random
662	e-1000	random
728	e-1000	random
649	e-1000	random
679	e-1000	random
652	e-1000	random
639	e-1000	random
673	e-1000	random
805	e-1000	random
676	e-1000	random
670	e-1000	random
642	e-1000	random
661	e-1000	random
636	e-1000	random
640	e-1000	random
654	e-1000	random
674	e-1000	random
653	e-1000	random
643	e-1000	random
648	e-1000	random
663	e-1000	random
706	e-1000	random
671	e-1000	random
619	e-1000	random
645	e-1000	random
846	e-1000	random
668	e-1000	random
692	e-1000	random
650	e-1000	random
650	e-1000	random
643	e-1000	random
694	e-1000	random
683	e-1000	random
672	e-1000	random
665	e-1000	random
607	e-1000	random
673	e-1000	random
911	e-1000	random
658	e-1000	random
663	e-1000	random
706	e-1000	random
671	e-1000	random
685	e-1000	random
721	e-1000	random
702	e-1000	random
667	e-1000	random
667	e-1000	random
654	e-1000	random
606	e-1000	random
674	e-1000	random
669	e-1000	random
721	e-1000	random
610	e-1000	random
667	e-1000	random
713	e-1000	random
671	e-1000	random
599	e-1000	random
607	e-1000	random
646	e-1000	random
670	e-1000	random
671	e-1000	random
680	e-1000	random
654	e-1000	random
644	e-1000	random
641	e-1000	random
684	e-1000	random
667	e-1000	random
684	e-1000	random
686	e-1000	random
699	e-1000	random
654	e-1000	random
649	e-1000	random
671	e-1000	random
683	e-1000	random
698	e-1000	random
649	e-1000	random
640	e-1000	random
604	e-1000	random
670	e-1000	random
853	e-1000	random
678	e-1000	random
657	e-1000	random
646	e-1000	random
692	e-1000	random
652	e-1000	random
645	e-1000	random
679	e-1000	random
829	e-1000	random
654	e-1000	random
645	e-1000	random
688	e-1000	random
677	e-1000	random
674	e-1000	random
653	e-1000	random
649	e-1000	random
660	e-1000	random
652	e-1000	random
647	e-1000	random
651	e-1000	random
649	e-1000	random
659	e-1000	random
650	e-1000	random
652	e-1000	random
652	e-1000	random
648	e-1000	random
663	e-1000	random
778	e-1000	random
641	e-1000	random
630	e-1000	random
652	e-1000	random
647	e-1000	random
651	e-1000	random
646	e-1000	random
672	e-1000	random
641	e-1000	random
637	e-1000	random
683	e-1000	random
684	e-1000	random
653	e-1000	random
699	e-1000	random
679	e-1000	random
663	e-1000	random
712	e-1000	random
663	e-1000	random
672	e-1000	random
672	e-1000	random
672	e-1000	random
666	e-1000	random
669	e-1000	random
650	e-1000	random
696	e-1000	random
646	e-1000	random
700	e-1000	random
649	e-1000	random
641	e-1000	random
669	e-1000	random
649	e-1000	random
606	e-1000	random
666	e-1000	random
660	e-1000	random
652	e-1000	random
677	e-1000	random
651	e-1000	random
659	e-1000	random
647	e-1000	random
650	e-1000	random
653	e-1000	random
664	e-1000	random
675	e-1000	random
658	e-1000	random
639	e-1000	random
691	e-1000	random
643	e-1000	random
647	e-1000	random
668	e-1000	random
676	e-1000	random
652	e-1000	random
642	e-1000	random
661	e-1000	random
690	e-1000	random
609	e-1000	random
642	e-1000	random
650	e-1000	random
637	e-1000	random
638	e-1000	random
649	e-1000	random
648	e-1000	random
640	e-1000	random
620	e-1000	random
671	e-1000	random
633	e-1000	random
650	e-1000	random
685	e-1000	random
609	e-1000	random
653	e-1000	random
662	e-1000	random
685	e-1000	random
656	e-1000	random
658	e-1000	random
650	e-1000	random
667	e-1000	random
648	e-1000	random
651	e-1000	random
663	e-1000	random
611	e-1000	random
603	e-1000	random
694	e-1000	random
727	e-1000	random
688	e-1000	random
677	e-1000	random
644	e-1000	random
611	e-1000	random
650	e-1000	random
639	e-1000	random
636	e-1000	random
671	e-1000	random
646	e-1000	random
772	e-1000	random
706	e-1000	random
766	e-1000	random
649	e-1000	random
653	e-1000	random
664	e-1000	random
680	e-1000	random
714	e-1000	random
925	e-1000	random
921	e-1000	random
915	e-1000	random
980	e-1000	random
940	e-1000	random
830	e-1000	random
917	e-1000	random
840	e-1000	random
938	e-1000	random
857	e-1000	random
737	e-1000	random
828	e-1000	random
943	e-1000	random
890	e-1000	random
951	e-1000	random
714	e-1000	random
900	e-1000	random
693	e-1000	random
649	e-1000	random
714	e-1000	random
669	e-1000	random
907	e-1000	random
684	e-1000	random
729	e-1000	random
686	e-1000	random
935	e-1000	random
1114	e-1000	random
1137	e-1000	random
1004	e-1000	random
703	e-1000	random
692	e-1000	random
1051	e-1000	random
937	e-1000	random
630	e-1000	random
730	e-1000	random
719	e-1000	random
673	e-1000	random
679	e-1000	random
646	e-1000	random
642	e-1000	random
785	e-1000	random
677	e-1000	random
644	e-1000	random
647	e-1000	random
653	e-1000	random
652	e-1000	random
634	e-1000	random
644	e-1000	random
657	e-1000	random
645	e-1000	random
650	e-1000	random
652	e-1000	random
630	e-1000	random
683	e-1000	random
665	e-1000	random
642	e-1000	random
883	e-1000	random
1050	e-1000	random
805	e-1000	random
700	e-1000	random
699	e-1000	random
799	e-1000	random
690	e-1000	random
658	e-1000	random
675	e-1000	random
682	e-1000	random
616	e-1000	random
747	e-1000	random
673	e-1000	random
662	e-1000	random
665	e-1000	random
649	e-1000	random
648	e-1000	random
641	e-1000	random
661	e-1000	random
608	e-1000	random
757	e-1000	random
688	e-1000	random
674	e-1000	random
629	e-1000	random
696	e-1000	random
670	e-1000	random
628	e-1000	random
693	e-1000	random
664	e-1000	random
659	e-1000	random
624	e-1000	random
655	e-1000	random
668	e-1000	random
652	e-1000	random
695	e-1000	random
683	e-1000	random
666	e-1000	random
752	e-1000	random
712	e-1000	random
725	e-1000	random
678	e-1000	random
644	e-1000	random
669	e-1000	random
646	e-1000	random
713	e-1000	random
636	e-1000	random
647	e-1000	random
664	e-1000	random
712	e-1000	random
655	e-1000	random
649	e-1000	random
899	e-1000	random
856	e-1000	random
718	e-1000	random
698	e-1000	random
692	e-1000	random
643	e-1000	random
639	e-1000	random
641	e-1000	random
692	e-1000	random
647	e-1000	random
647	e-1000	random
636	e-1000	random
852	e-1000	random
636	e-1000	random
612	e-1000	random
690	e-1000	random
702	e-1000	random
645	e-1000	random
671	e-1000	random
637	e-1000	random
653	e-1000	random
668	e-1000	random
659	e-1000	random
607	e-1000	random
689	e-1000	random
655	e-1000	random
937	e-1000	random
664	e-1000	random
688	e-1000	random
702	e-1000	random
650	e-1000	random
688	e-1000	random
648	e-1000	random
674	e-1000	random
652	e-1000	random
647	e-1000	random
647	e-1000	random
694	e-1000	random
823	e-1000	random
641	e-1000	random
641	e-1000	random
660	e-1000	random
644	e-1000	random
889	e-1000	random
646	e-1000	random
610	e-1000	random
681	e-1000	random
660	e-1000	random
629	e-1000	random
671	e-1000	random
639	e-1000	random
637	e-1000	random
663	e-1000	random
722	e-1000	random
647	e-1000	random
706	e-1000	random
699	e-1000	random
674	e-1000	random
649	e-1000	random
673	e-1000	random
696	e-1000	random
659	e-1000	random
682	e-1000	random
608	e-1000	random
651	e-1000	random
664	e-1000	random
730	e-1000	random
667	e-1000	random
636	e-1000	random
664	e-1000	random
685	e-1000	random
644	e-1000	random
650	e-1000	random
641	e-1000	random
665	e-1000	random
645	e-1000	random
640	e-1000	random
630	e-1000	random
650	e-1000	random
644	e-1000	random
691	e-1000	random
722	e-1000	random
653	e-1000	random
647	e-1000	random
706	e-1000	random
668	e-1000	random
