time	size	parameter
395	c-250	croissant
404	c-250	croissant
393	c-250	croissant
422	c-250	croissant
414	c-250	croissant
477	c-250	croissant
415	c-250	croissant
530	c-250	croissant
398	c-250	croissant
401	c-250	croissant
404	c-250	croissant
399	c-250	croissant
423	c-250	croissant
546	c-250	croissant
435	c-250	croissant
388	c-250	croissant
393	c-250	croissant
429	c-250	croissant
461	c-250	croissant
411	c-250	croissant
444	c-250	croissant
443	c-250	croissant
403	c-250	croissant
411	c-250	croissant
421	c-250	croissant
392	c-250	croissant
418	c-250	croissant
387	c-250	croissant
509	c-250	croissant
514	c-250	croissant
532	c-250	croissant
379	c-250	croissant
376	c-250	croissant
378	c-250	croissant
799	c-250	croissant
551	c-250	croissant
440	c-250	croissant
523	c-250	croissant
367	c-250	croissant
422	c-250	croissant
487	c-250	croissant
408	c-250	croissant
463	c-250	croissant
421	c-250	croissant
405	c-250	croissant
472	c-250	croissant
409	c-250	croissant
489	c-250	croissant
421	c-250	croissant
414	c-250	croissant
439	c-250	croissant
413	c-250	croissant
416	c-250	croissant
423	c-250	croissant
390	c-250	croissant
365	c-250	croissant
432	c-250	croissant
410	c-250	croissant
416	c-250	croissant
444	c-250	croissant
451	c-250	croissant
432	c-250	croissant
400	c-250	croissant
451	c-250	croissant
445	c-250	croissant
409	c-250	croissant
408	c-250	croissant
393	c-250	croissant
406	c-250	croissant
403	c-250	croissant
366	c-250	croissant
389	c-250	croissant
384	c-250	croissant
499	c-250	croissant
400	c-250	croissant
423	c-250	croissant
404	c-250	croissant
416	c-250	croissant
401	c-250	croissant
470	c-250	croissant
522	c-250	croissant
473	c-250	croissant
420	c-250	croissant
391	c-250	croissant
374	c-250	croissant
411	c-250	croissant
427	c-250	croissant
389	c-250	croissant
430	c-250	croissant
510	c-250	croissant
575	c-250	croissant
442	c-250	croissant
393	c-250	croissant
428	c-250	croissant
408	c-250	croissant
391	c-250	croissant
411	c-250	croissant
416	c-250	croissant
369	c-250	croissant
401	c-250	croissant
408	c-250	croissant
408	c-250	croissant
420	c-250	croissant
402	c-250	croissant
408	c-250	croissant
369	c-250	croissant
369	c-250	croissant
369	c-250	croissant
432	c-250	croissant
402	c-250	croissant
392	c-250	croissant
362	c-250	croissant
375	c-250	croissant
355	c-250	croissant
363	c-250	croissant
389	c-250	croissant
391	c-250	croissant
385	c-250	croissant
391	c-250	croissant
389	c-250	croissant
380	c-250	croissant
386	c-250	croissant
402	c-250	croissant
386	c-250	croissant
388	c-250	croissant
355	c-250	croissant
357	c-250	croissant
383	c-250	croissant
393	c-250	croissant
360	c-250	croissant
381	c-250	croissant
387	c-250	croissant
405	c-250	croissant
410	c-250	croissant
407	c-250	croissant
396	c-250	croissant
384	c-250	croissant
385	c-250	croissant
387	c-250	croissant
395	c-250	croissant
392	c-250	croissant
386	c-250	croissant
389	c-250	croissant
361	c-250	croissant
375	c-250	croissant
360	c-250	croissant
370	c-250	croissant
421	c-250	croissant
407	c-250	croissant
390	c-250	croissant
389	c-250	croissant
424	c-250	croissant
389	c-250	croissant
428	c-250	croissant
399	c-250	croissant
419	c-250	croissant
409	c-250	croissant
386	c-250	croissant
401	c-250	croissant
406	c-250	croissant
391	c-250	croissant
436	c-250	croissant
359	c-250	croissant
358	c-250	croissant
367	c-250	croissant
384	c-250	croissant
422	c-250	croissant
386	c-250	croissant
388	c-250	croissant
384	c-250	croissant
449	c-250	croissant
392	c-250	croissant
387	c-250	croissant
364	c-250	croissant
386	c-250	croissant
362	c-250	croissant
388	c-250	croissant
359	c-250	croissant
434	c-250	croissant
422	c-250	croissant
407	c-250	croissant
527	c-250	croissant
394	c-250	croissant
404	c-250	croissant
399	c-250	croissant
404	c-250	croissant
433	c-250	croissant
413	c-250	croissant
414	c-250	croissant
421	c-250	croissant
414	c-250	croissant
570	c-250	croissant
432	c-250	croissant
468	c-250	croissant
428	c-250	croissant
432	c-250	croissant
435	c-250	croissant
402	c-250	croissant
381	c-250	croissant
402	c-250	croissant
361	c-250	croissant
406	c-250	croissant
406	c-250	croissant
448	c-250	croissant
414	c-250	croissant
367	c-250	croissant
408	c-250	croissant
408	c-250	croissant
417	c-250	croissant
471	c-250	croissant
396	c-250	croissant
387	c-250	croissant
366	c-250	croissant
360	c-250	croissant
390	c-250	croissant
393	c-250	croissant
416	c-250	croissant
426	c-250	croissant
391	c-250	croissant
450	c-250	croissant
509	c-250	croissant
424	c-250	croissant
465	c-250	croissant
395	c-250	croissant
399	c-250	croissant
389	c-250	croissant
423	c-250	croissant
536	c-250	croissant
412	c-250	croissant
401	c-250	croissant
404	c-250	croissant
362	c-250	croissant
354	c-250	croissant
380	c-250	croissant
389	c-250	croissant
427	c-250	croissant
404	c-250	croissant
468	c-250	croissant
355	c-250	croissant
455	c-250	croissant
413	c-250	croissant
434	c-250	croissant
405	c-250	croissant
461	c-250	croissant
434	c-250	croissant
390	c-250	croissant
427	c-250	croissant
444	c-250	croissant
402	c-250	croissant
390	c-250	croissant
403	c-250	croissant
403	c-250	croissant
436	c-250	croissant
374	c-250	croissant
387	c-250	croissant
387	c-250	croissant
422	c-250	croissant
383	c-250	croissant
388	c-250	croissant
389	c-250	croissant
364	c-250	croissant
422	c-250	croissant
413	c-250	croissant
418	c-250	croissant
416	c-250	croissant
394	c-250	croissant
426	c-250	croissant
412	c-250	croissant
394	c-250	croissant
420	c-250	croissant
401	c-250	croissant
377	c-250	croissant
422	c-250	croissant
364	c-250	croissant
397	c-250	croissant
393	c-250	croissant
402	c-250	croissant
416	c-250	croissant
415	c-250	croissant
398	c-250	croissant
410	c-250	croissant
406	c-250	croissant
426	c-250	croissant
462	c-250	croissant
424	c-250	croissant
367	c-250	croissant
400	c-250	croissant
412	c-250	croissant
505	c-250	croissant
396	c-250	croissant
419	c-250	croissant
403	c-250	croissant
403	c-250	croissant
425	c-250	croissant
442	c-250	croissant
409	c-250	croissant
373	c-250	croissant
393	c-250	croissant
459	c-250	croissant
411	c-250	croissant
425	c-250	croissant
421	c-250	croissant
502	c-250	croissant
413	c-250	croissant
390	c-250	croissant
404	c-250	croissant
418	c-250	croissant
409	c-250	croissant
397	c-250	croissant
390	c-250	croissant
376	c-250	croissant
423	c-250	croissant
430	c-250	croissant
409	c-250	croissant
424	c-250	croissant
422	c-250	croissant
410	c-250	croissant
408	c-250	croissant
486	c-250	croissant
424	c-250	croissant
413	c-250	croissant
432	c-250	croissant
394	c-250	croissant
399	c-250	croissant
407	c-250	croissant
396	c-250	croissant
401	c-250	croissant
408	c-250	croissant
387	c-250	croissant
414	c-250	croissant
393	c-250	croissant
405	c-250	croissant
470	c-250	croissant
417	c-250	croissant
416	c-250	croissant
398	c-250	croissant
415	c-250	croissant
420	c-250	croissant
401	c-250	croissant
449	c-250	croissant
459	c-250	croissant
417	c-250	croissant
424	c-250	croissant
412	c-250	croissant
407	c-250	croissant
390	c-250	croissant
423	c-250	croissant
402	c-250	croissant
418	c-250	croissant
403	c-250	croissant
407	c-250	croissant
420	c-250	croissant
430	c-250	croissant
404	c-250	croissant
402	c-250	croissant
408	c-250	croissant
401	c-250	croissant
431	c-250	croissant
396	c-250	croissant
404	c-250	croissant
420	c-250	croissant
376	c-250	croissant
471	c-250	croissant
398	c-250	croissant
428	c-250	croissant
413	c-250	croissant
426	c-250	croissant
420	c-250	croissant
517	c-250	croissant
391	c-250	croissant
523	c-250	croissant
508	c-250	croissant
505	c-250	croissant
527	c-250	croissant
533	c-250	croissant
527	c-250	croissant
501	c-250	croissant
503	c-250	croissant
401	c-250	croissant
492	c-250	croissant
461	c-250	croissant
393	c-250	croissant
387	c-250	croissant
472	c-250	croissant
422	c-250	croissant
492	c-250	croissant
442	c-250	croissant
430	c-250	croissant
393	c-250	croissant
466	c-250	croissant
543	c-250	croissant
462	c-250	croissant
519	c-250	croissant
461	c-250	croissant
387	c-250	croissant
513	c-250	croissant
384	c-250	croissant
399	c-250	croissant
523	c-250	croissant
487	c-250	croissant
483	c-250	croissant
520	c-250	croissant
440	c-250	croissant
533	c-250	croissant
514	c-250	croissant
442	c-250	croissant
493	c-250	croissant
462	c-250	croissant
474	c-250	croissant
517	c-250	croissant
493	c-250	croissant
384	c-250	croissant
400	c-250	croissant
583	c-250	croissant
418	c-250	croissant
388	c-250	croissant
382	c-250	croissant
380	c-250	croissant
439	c-250	croissant
389	c-250	croissant
387	c-250	croissant
392	c-250	croissant
383	c-250	croissant
387	c-250	croissant
386	c-250	croissant
389	c-250	croissant
392	c-250	croissant
447	c-250	croissant
415	c-250	croissant
533	c-250	croissant
421	c-250	croissant
427	c-250	croissant
451	c-250	croissant
475	c-250	croissant
505	c-250	croissant
382	c-250	croissant
436	c-250	croissant
445	c-250	croissant
397	c-250	croissant
406	c-250	croissant
412	c-250	croissant
365	c-250	croissant
404	c-250	croissant
367	c-250	croissant
433	c-250	croissant
391	c-250	croissant
413	c-250	croissant
400	c-250	croissant
408	c-250	croissant
419	c-250	croissant
404	c-250	croissant
400	c-250	croissant
434	c-250	croissant
440	c-250	croissant
507	d-500	random
476	d-500	random
487	d-500	random
486	d-500	random
513	d-500	random
494	d-500	random
482	d-500	random
595	d-500	random
537	d-500	random
467	d-500	random
465	d-500	random
467	d-500	random
498	d-500	random
666	d-500	random
490	d-500	random
474	d-500	random
477	d-500	random
536	d-500	random
673	d-500	random
488	d-500	random
479	d-500	random
478	d-500	random
466	d-500	random
665	d-500	random
497	d-500	random
684	d-500	random
532	d-500	random
449	d-500	random
441	d-500	random
478	d-500	random
487	d-500	random
558	d-500	random
526	d-500	random
497	d-500	random
518	d-500	random
495	d-500	random
456	d-500	random
469	d-500	random
514	d-500	random
490	d-500	random
594	d-500	random
503	d-500	random
503	d-500	random
492	d-500	random
461	d-500	random
481	d-500	random
466	d-500	random
447	d-500	random
485	d-500	random
490	d-500	random
506	d-500	random
573	d-500	random
488	d-500	random
504	d-500	random
508	d-500	random
529	d-500	random
510	d-500	random
504	d-500	random
498	d-500	random
474	d-500	random
503	d-500	random
474	d-500	random
516	d-500	random
500	d-500	random
500	d-500	random
448	d-500	random
652	d-500	random
518	d-500	random
568	d-500	random
531	d-500	random
497	d-500	random
467	d-500	random
501	d-500	random
533	d-500	random
491	d-500	random
533	d-500	random
480	d-500	random
447	d-500	random
454	d-500	random
466	d-500	random
488	d-500	random
442	d-500	random
448	d-500	random
467	d-500	random
479	d-500	random
578	d-500	random
511	d-500	random
484	d-500	random
496	d-500	random
508	d-500	random
513	d-500	random
532	d-500	random
512	d-500	random
505	d-500	random
469	d-500	random
499	d-500	random
497	d-500	random
462	d-500	random
460	d-500	random
507	d-500	random
470	d-500	random
445	d-500	random
443	d-500	random
451	d-500	random
531	d-500	random
496	d-500	random
511	d-500	random
481	d-500	random
644	d-500	random
549	d-500	random
433	d-500	random
496	d-500	random
454	d-500	random
540	d-500	random
505	d-500	random
507	d-500	random
658	d-500	random
474	d-500	random
523	d-500	random
526	d-500	random
473	d-500	random
494	d-500	random
505	d-500	random
490	d-500	random
504	d-500	random
486	d-500	random
494	d-500	random
441	d-500	random
455	d-500	random
510	d-500	random
562	d-500	random
469	d-500	random
464	d-500	random
514	d-500	random
486	d-500	random
509	d-500	random
488	d-500	random
470	d-500	random
507	d-500	random
550	d-500	random
482	d-500	random
445	d-500	random
478	d-500	random
533	d-500	random
503	d-500	random
658	d-500	random
524	d-500	random
482	d-500	random
520	d-500	random
538	d-500	random
508	d-500	random
504	d-500	random
529	d-500	random
485	d-500	random
491	d-500	random
457	d-500	random
545	d-500	random
507	d-500	random
474	d-500	random
482	d-500	random
495	d-500	random
494	d-500	random
493	d-500	random
473	d-500	random
493	d-500	random
475	d-500	random
468	d-500	random
505	d-500	random
511	d-500	random
472	d-500	random
484	d-500	random
512	d-500	random
527	d-500	random
635	d-500	random
557	d-500	random
512	d-500	random
495	d-500	random
491	d-500	random
679	d-500	random
515	d-500	random
463	d-500	random
484	d-500	random
604	d-500	random
492	d-500	random
495	d-500	random
499	d-500	random
521	d-500	random
483	d-500	random
484	d-500	random
465	d-500	random
502	d-500	random
502	d-500	random
498	d-500	random
458	d-500	random
496	d-500	random
470	d-500	random
486	d-500	random
450	d-500	random
496	d-500	random
464	d-500	random
469	d-500	random
477	d-500	random
518	d-500	random
481	d-500	random
507	d-500	random
502	d-500	random
506	d-500	random
485	d-500	random
516	d-500	random
552	d-500	random
469	d-500	random
482	d-500	random
491	d-500	random
479	d-500	random
483	d-500	random
490	d-500	random
483	d-500	random
498	d-500	random
500	d-500	random
488	d-500	random
501	d-500	random
524	d-500	random
497	d-500	random
474	d-500	random
484	d-500	random
492	d-500	random
510	d-500	random
531	d-500	random
518	d-500	random
499	d-500	random
459	d-500	random
490	d-500	random
486	d-500	random
517	d-500	random
499	d-500	random
445	d-500	random
526	d-500	random
532	d-500	random
450	d-500	random
516	d-500	random
508	d-500	random
501	d-500	random
587	d-500	random
482	d-500	random
525	d-500	random
533	d-500	random
501	d-500	random
536	d-500	random
470	d-500	random
482	d-500	random
532	d-500	random
625	d-500	random
471	d-500	random
501	d-500	random
457	d-500	random
470	d-500	random
502	d-500	random
483	d-500	random
458	d-500	random
484	d-500	random
529	d-500	random
489	d-500	random
516	d-500	random
492	d-500	random
509	d-500	random
495	d-500	random
542	d-500	random
471	d-500	random
488	d-500	random
496	d-500	random
552	d-500	random
635	d-500	random
531	d-500	random
502	d-500	random
528	d-500	random
524	d-500	random
504	d-500	random
489	d-500	random
491	d-500	random
491	d-500	random
472	d-500	random
494	d-500	random
534	d-500	random
547	d-500	random
597	d-500	random
486	d-500	random
493	d-500	random
459	d-500	random
486	d-500	random
504	d-500	random
493	d-500	random
471	d-500	random
521	d-500	random
561	d-500	random
532	d-500	random
494	d-500	random
484	d-500	random
481	d-500	random
469	d-500	random
605	d-500	random
498	d-500	random
668	d-500	random
694	d-500	random
624	d-500	random
655	d-500	random
494	d-500	random
657	d-500	random
640	d-500	random
508	d-500	random
653	d-500	random
612	d-500	random
520	d-500	random
615	d-500	random
620	d-500	random
582	d-500	random
601	d-500	random
509	d-500	random
684	d-500	random
641	d-500	random
585	d-500	random
652	d-500	random
642	d-500	random
651	d-500	random
648	d-500	random
460	d-500	random
656	d-500	random
713	d-500	random
500	d-500	random
514	d-500	random
650	d-500	random
606	d-500	random
479	d-500	random
457	d-500	random
455	d-500	random
447	d-500	random
793	d-500	random
501	d-500	random
508	d-500	random
537	d-500	random
491	d-500	random
468	d-500	random
488	d-500	random
484	d-500	random
514	d-500	random
489	d-500	random
507	d-500	random
471	d-500	random
481	d-500	random
530	d-500	random
486	d-500	random
489	d-500	random
487	d-500	random
532	d-500	random
479	d-500	random
489	d-500	random
491	d-500	random
500	d-500	random
495	d-500	random
483	d-500	random
470	d-500	random
490	d-500	random
503	d-500	random
501	d-500	random
521	d-500	random
510	d-500	random
489	d-500	random
637	d-500	random
526	d-500	random
495	d-500	random
653	d-500	random
695	d-500	random
670	d-500	random
502	d-500	random
513	d-500	random
518	d-500	random
463	d-500	random
500	d-500	random
466	d-500	random
462	d-500	random
503	d-500	random
482	d-500	random
546	d-500	random
447	d-500	random
463	d-500	random
447	d-500	random
489	d-500	random
499	d-500	random
474	d-500	random
493	d-500	random
503	d-500	random
445	d-500	random
530	d-500	random
492	d-500	random
549	d-500	random
489	d-500	random
472	d-500	random
528	d-500	random
492	d-500	random
486	d-500	random
486	d-500	random
489	d-500	random
507	d-500	random
489	d-500	random
493	d-500	random
516	d-500	random
473	d-500	random
447	d-500	random
527	d-500	random
488	d-500	random
595	d-500	random
517	d-500	random
505	d-500	random
522	d-500	random
568	d-500	random
530	d-500	random
526	d-500	random
507	d-500	random
445	d-500	random
481	d-500	random
512	d-500	random
645	d-500	random
620	d-500	random
460	d-500	random
473	d-500	random
502	d-500	random
505	d-500	random
500	d-500	random
592	d-500	random
542	d-500	random
512	d-500	random
491	d-500	random
483	d-500	random
518	d-500	random
501	d-500	random
489	d-500	random
513	d-500	random
453	d-500	random
504	d-500	random
513	d-500	random
522	d-500	random
503	d-500	random
510	d-500	random
520	d-500	random
461	d-500	random
483	d-500	random
487	d-500	random
477	d-500	random
526	d-500	random
489	d-500	random
501	d-500	random
504	d-500	random
509	d-500	random
510	d-500	random
484	d-500	random
477	d-500	random
493	d-500	random
495	d-500	random
508	d-500	random
489	d-500	random
489	d-500	random
487	d-500	random
471	d-500	random
492	d-500	random
480	d-500	random
533	d-500	random
510	d-500	random
507	d-500	random
510	d-500	random
